target_id,t_sim,x,y,z
CUBE_1,20.868,-43.920452,0.000000,-29.999996
CUBE_3,21.076,-32.626797,1.751060,-154.713455
CUBE_1,21.078,-45.179279,0.000000,-29.999996
CUBE_3,21.290,-36.060886,1.751060,-154.713455
CUBE_1,21.292,-46.466801,0.000000,-29.999996
CUBE_3,21.500,-39.420792,1.751060,-154.713455
CUBE_1,21.503,-47.727757,0.000000,-29.999996
CUBE_3,21.711,-42.790623,1.751060,-154.713455
CUBE_1,21.713,-48.990120,0.000000,-29.999996
CUBE_3,21.919,-46.127804,1.751060,-154.713455
CUBE_1,21.921,-50.241180,0.000000,-29.999996
CUBE_3,22.131,-49.506615,1.751060,-154.713455
CUBE_1,22.133,-51.510666,0.000000,-29.999996
CUBE_3,22.341,-52.865189,1.751060,-154.713455
CUBE_1,22.343,-52.768993,0.000000,-29.999996
CUBE_3,22.550,-56.208580,1.751060,-154.713455
CUBE_1,22.552,-54.021893,0.000000,-29.999996
CUBE_3,22.761,-59.590771,1.751060,-154.713455
CUBE_1,22.764,-55.293350,0.000000,-29.999996
CUBE_3,22.975,-63.015587,1.751060,-154.713455
CUBE_1,22.977,-56.574711,0.000000,-29.999996
CUBE_3,23.183,-66.346710,1.751060,-154.713455
CUBE_1,23.185,-57.823666,0.000000,-29.999996
CUBE_3,23.393,-69.699425,1.751060,-154.713455
CUBE_1,23.395,-59.083328,0.000000,-29.999996
CUBE_3,23.600,-73.009079,1.751060,-154.713455
CUBE_1,23.602,-60.321999,0.000000,-29.999996
CUBE_3,23.809,-76.356674,1.751060,-154.713455
CUBE_1,23.811,-61.579803,0.000000,-29.999996
CUBE_3,24.022,-79.765045,1.751060,-154.713455
CUBE_1,24.024,-62.855888,0.000000,-29.999996
CUBE_3,24.231,-83.111824,1.751060,-154.713455
CUBE_1,24.233,-64.112755,0.000000,-29.999996
CUBE_3,24.440,-86.454674,1.751060,-154.713455
CUBE_1,24.442,-65.364174,0.000000,-29.999996
CUBE_3,24.651,-89.834824,1.751060,-154.713455
CUBE_1,24.653,-66.631775,0.000000,-29.999996
CUBE_3,24.860,-93.175240,1.751060,-154.713455
CUBE_1,24.862,-67.885185,0.000000,-29.999996
CUBE_3,25.069,-96.524391,1.751060,-154.713455
CUBE_1,25.071,-69.140099,0.000000,-29.999996
CUBE_3,25.279,-99.852997,1.751060,-154.463226
CUBE_1,25.285,-70.424294,0.000000,-29.999996
CUBE_3,25.492,-103.001884,1.751060,-153.201431
CUBE_1,25.494,-71.675415,0.000000,-29.999996
CUBE_3,25.704,-105.535645,1.751060,-150.967545
CUBE_1,25.706,-72.949326,0.000000,-29.999996
CUBE_3,25.913,-107.167801,1.751060,-148.077408
CUBE_1,25.915,-74.202446,0.000000,-29.999996
CUBE_3,26.127,-107.760620,1.751060,-144.703674
CUBE_1,26.130,-75.492325,0.000000,-29.999996
CUBE_3,26.336,-107.761948,1.751060,-141.364655
CUBE_1,26.338,-76.742043,0.000000,-29.999996
CUBE_3,26.546,-107.762543,1.751060,-138.012604
CUBE_1,26.550,-78.012276,0.000000,-29.999996
CUBE_3,26.759,-107.762543,1.751060,-134.600327
CUBE_1,26.763,-79.292221,0.000000,-29.999996
CUBE_3,26.971,-107.762543,1.751060,-131.207336
CUBE_1,26.973,-80.550682,0.000000,-29.999996
CUBE_3,27.179,-107.762550,1.751060,-127.874832
CUBE_1,27.181,-81.800720,0.000000,-29.999996
CUBE_3,27.388,-107.762550,1.751060,-124.530243
CUBE_1,27.390,-83.054428,0.000000,-29.999996
CUBE_3,27.595,-107.762550,1.751060,-121.214996
CUBE_1,27.598,-84.297371,0.000000,-29.999996
CUBE_3,27.846,-107.762550,1.751060,-117.212921
CUBE_1,27.848,-85.800957,0.000000,-29.999996
CUBE_3,28.056,-107.762550,1.751060,-113.847092
CUBE_1,28.058,-87.060349,0.000000,-29.999996
CUBE_3,28.265,-107.762550,1.751060,-110.501099
CUBE_1,28.267,-88.314667,0.000000,-29.999996
CUBE_3,28.474,-107.762550,1.751060,-107.154633
CUBE_1,28.476,-89.569031,0.000000,-29.999996
CUBE_3,28.687,-107.762550,1.751060,-103.749741
CUBE_1,28.689,-90.845703,0.000000,-29.999996
CUBE_3,28.903,-107.762550,1.751060,-100.289200
CUBE_1,28.905,-92.143570,0.000000,-29.999996
CUBE_3,29.112,-107.762550,1.751060,-96.953064
CUBE_1,29.114,-93.394569,0.000000,-29.999996
CUBE_3,29.321,-107.762550,1.751060,-93.596130
CUBE_1,29.329,-94.688301,0.000000,-29.999996
CUBE_3,29.539,-107.762550,1.751060,-90.122696
CUBE_1,29.540,-95.955101,0.000000,-29.999996
CUBE_3,29.747,-107.762550,1.751060,-86.778656
CUBE_1,29.750,-97.209938,0.000000,-29.999996
CUBE_3,29.960,-107.762550,1.751060,-83.373657
CUBE_1,29.962,-98.487076,0.000000,-29.999996
CUBE_3,30.169,-107.762550,1.751060,-80.033981
CUBE_1,30.171,-99.739288,0.000000,-29.999996
CUBE_3,30.378,-107.762550,1.751060,-76.693985
CUBE_1,30.380,-100.990639,0.000000,-29.999996
CUBE_3,30.586,-107.762550,1.751060,-73.357117
CUBE_1,30.588,-102.241936,0.000000,-29.999996
CUBE_3,30.796,-107.762550,1.751060,-70.003265
CUBE_1,30.798,-103.499260,0.000000,-29.999996
CUBE_3,31.003,-107.762550,1.751060,-66.682678
CUBE_1,31.006,-104.746033,0.000000,-29.999996
CUBE_3,31.212,-107.762550,1.751060,-63.350033
CUBE_1,31.214,-105.995750,0.000000,-29.999996
CUBE_3,31.428,-107.762550,1.751060,-59.892750
CUBE_1,31.430,-107.290474,0.000000,-29.999996
CUBE_3,31.637,-107.762550,1.751060,-56.548145
CUBE_1,31.639,-108.544479,0.000000,-29.999996
CUBE_3,31.846,-107.762550,1.751060,-53.199352
CUBE_1,31.848,-109.800072,0.000000,-29.999996
CUBE_3,32.055,-107.762550,1.751060,-49.858784
CUBE_1,32.057,-111.052887,0.000000,-29.999996
CUBE_3,32.266,-107.762550,1.751060,-46.475826
CUBE_1,32.268,-112.321800,0.000000,-29.999996
CUBE_3,32.473,-107.627396,1.751060,-43.172234
CUBE_1,32.475,-113.563393,0.000000,-29.999996
CUBE_3,32.723,-106.234100,1.751060,-39.456043
CUBE_1,32.725,-115.063377,0.000000,-29.990391
CUBE_3,32.931,-104.055824,1.751060,-36.965069
CUBE_1,32.933,-116.305374,0.000000,-29.884748
CUBE_3,33.139,-101.174614,1.751060,-35.319397
CUBE_1,33.141,-117.525841,0.000000,-29.631884
CUBE_3,33.348,-97.892174,1.751060,-34.725334
CUBE_1,33.351,-118.718170,0.000000,-29.251051
CUBE_3,33.561,-94.493538,1.751060,-34.714432
CUBE_1,33.563,-119.875221,0.000000,-28.717766
CUBE_3,33.772,-91.121483,1.751060,-34.713470
CUBE_1,33.774,-120.922745,0.000000,-28.010731
CUBE_3,34.008,-87.334351,1.751060,-34.713455
CUBE_1,34.010,-121.994362,0.000000,-27.088652
CUBE_3,34.218,-83.977943,1.751060,-34.713455
CUBE_1,34.220,-122.839828,0.000000,-26.159840
CUBE_3,34.427,-80.637741,1.751060,-34.713455
CUBE_1,34.429,-123.562454,0.000000,-25.138266
CUBE_3,34.634,-77.327629,1.751060,-34.713455
CUBE_1,34.636,-124.110863,0.000000,-24.026079
CUBE_3,34.845,-73.951096,1.751060,-34.713455
CUBE_1,34.847,-124.546165,0.000000,-22.841396
CUBE_3,35.054,-70.608871,1.751060,-34.713455
CUBE_1,35.056,-124.849411,0.000000,-21.628296
CUBE_3,35.259,-67.323540,1.751060,-34.713455
CUBE_1,35.261,-124.962921,0.000000,-20.400955
CUBE_3,35.467,-63.989796,1.751060,-34.713455
CUBE_1,35.469,-124.997292,0.000000,-19.152861
CUBE_3,35.674,-60.689701,1.751060,-34.713455
CUBE_1,35.676,-124.998100,0.000000,-17.915087
CUBE_3,35.881,-57.365818,1.751060,-34.713455
CUBE_1,35.884,-124.998917,0.000000,-16.668550
CUBE_3,36.090,-54.029243,1.751060,-34.713455
CUBE_1,36.092,-124.999741,0.000000,-15.418118
CUBE_3,36.298,-50.692657,1.751060,-34.713455
CUBE_1,36.300,-124.999985,0.000000,-14.166980
CUBE_3,36.509,-47.327621,1.751060,-34.713455
CUBE_1,36.511,-124.999985,0.000000,-12.904855
CUBE_3,36.722,-43.921467,1.751060,-34.713455
CUBE_1,36.724,-124.999985,0.000000,-11.626211
CUBE_3,36.930,-40.586708,1.751060,-34.713455
CUBE_1,36.932,-124.999985,0.000000,-10.377019
CUBE_3,37.139,-37.249886,1.751060,-34.713455
CUBE_1,37.141,-124.999985,0.000000,-9.124880
CUBE_3,37.349,-33.890781,1.751060,-34.713455
CUBE_1,37.351,-124.999985,0.000000,-7.865680
CUBE_3,37.559,-30.519222,1.751060,-34.713455
CUBE_1,37.562,-124.999985,0.000000,-6.595957
CUBE_3,37.770,-27.141479,1.751060,-34.713455
CUBE_1,37.772,-124.999985,0.000000,-5.334779
CUBE_3,38.020,-23.145563,1.751060,-34.713455
CUBE_1,38.023,-124.999985,0.000000,-3.834447
CUBE_3,38.229,-19.804953,1.751060,-34.713455
CUBE_1,38.232,-124.999985,0.000000,-2.580709
CUBE_3,38.438,-16.467806,1.751060,-34.713455
CUBE_1,38.440,-124.999985,0.000000,-1.331941
CUBE_3,38.688,-12.466521,1.751060,-34.713455
CUBE_1,38.690,-124.999985,0.000000,0.168176
CUBE_3,38.900,-9.068233,1.751060,-34.713455
CUBE_1,38.902,-124.999985,0.000000,1.445225
CUBE_3,39.111,-5.690563,1.751060,-34.713455
CUBE_1,39.113,-124.999985,0.000000,2.708755
CUBE_3,39.320,-2.340379,1.751060,-34.713455
CUBE_1,39.323,-124.999985,0.000000,3.966596
CUBE_3,39.534,1.074941,1.751060,-34.713455
CUBE_1,39.536,-124.999985,0.000000,5.246097
CUBE_3,39.744,4.434782,1.751060,-34.713455
CUBE_1,39.746,-124.999985,0.000000,6.507148
CUBE_3,39.954,7.789003,1.751060,-34.713455
CUBE_1,39.956,-124.999985,0.000000,7.764378
CUBE_3,40.163,11.138552,1.751060,-34.713455
CUBE_1,40.165,-124.999985,0.000000,9.020681
CUBE_3,40.371,14.461968,1.751060,-34.713455
CUBE_1,40.373,-124.999985,0.000000,10.267688
CUBE_3,40.592,18.005913,1.751060,-34.713455
CUBE_1,40.594,-124.999985,0.000000,11.595792
CUBE_3,40.803,21.374838,1.751060,-34.713455
CUBE_1,40.805,-124.999985,0.000000,12.857924
CUBE_3,41.013,24.739624,1.751060,-34.713455
CUBE_1,41.015,-124.999985,0.000000,14.119664
CUBE_3,41.223,28.103464,1.751060,-34.713455
CUBE_1,41.225,-124.999985,0.000000,15.381305
CUBE_3,41.432,31.440882,1.751060,-34.713455
CUBE_1,41.434,-124.999985,0.000000,16.632528
CUBE_3,41.653,34.977764,1.751060,-34.713455
CUBE_1,41.655,-124.999985,0.000000,17.959038
CUBE_3,41.866,38.392143,1.751060,-34.713455
CUBE_1,41.868,-124.999985,0.000000,19.239853
CUBE_3,42.086,41.911057,1.751060,-34.713455
CUBE_1,42.088,-124.999985,0.000000,20.559031
CUBE_3,42.296,45.263359,1.751060,-34.713455
CUBE_1,42.298,-124.999985,0.000000,21.816177
CUBE_3,42.506,48.620750,1.751060,-34.713455
CUBE_1,42.507,-124.999985,0.000000,23.075256
CUBE_3,42.713,51.941574,1.751060,-34.713455
CUBE_1,42.715,-124.999985,0.000000,24.320333
CUBE_3,42.921,54.374264,3.907456,-34.713455
CUBE_1,42.923,-124.999985,0.000000,25.567255
CUBE_3,43.130,56.747753,6.264714,-34.713455
CUBE_1,43.132,-124.999985,0.000000,26.820744
CUBE_3,43.342,59.150810,8.664549,-34.713455
CUBE_1,43.344,-124.999985,0.000000,28.094093
CUBE_3,43.553,61.533108,11.046670,-34.713455
CUBE_1,43.554,-124.999985,0.000000,29.357222
CUBE_3,43.761,63.889462,13.402947,-34.713455
CUBE_1,43.763,-124.999985,0.000000,30.607986
CUBE_3,43.970,66.253326,15.766884,-34.713455
CUBE_1,43.972,-124.999985,0.000000,31.861158
CUBE_3,44.183,68.666290,18.179892,-34.713455
CUBE_1,44.185,-124.999985,0.000000,33.140095
CUBE_3,44.398,71.094086,20.607662,-34.713455
CUBE_1,44.400,-124.999985,0.000000,34.427441
CUBE_3,44.608,73.469429,22.983051,-34.713455
CUBE_1,44.610,-124.999985,0.000000,35.688774
CUBE_3,44.819,75.864937,25.378590,-34.713455
CUBE_1,44.821,-124.999985,0.000000,36.957695
CUBE_3,45.034,78.290436,27.804043,-34.713455
CUBE_1,45.036,-124.999985,0.000000,38.244198
CUBE_3,45.252,80.764900,30.278521,-34.713455
CUBE_1,45.254,-124.999985,0.000000,39.556683
CUBE_3,45.472,83.248260,32.761890,-34.713455
CUBE_1,45.474,-124.999985,0.000000,40.873543
CUBE_3,45.684,85.644310,35.157940,-34.713455
CUBE_1,45.686,-124.999985,0.000000,42.143951
CUBE_3,45.897,88.355453,37.064117,-34.713455
CUBE_1,45.899,-124.999985,0.000000,43.422821
CUBE_3,46.109,91.612274,38.041325,-34.713455
CUBE_1,46.111,-124.999985,0.000000,44.698586
CUBE_3,46.320,94.836914,39.008869,-34.713455
CUBE_1,46.322,-124.999985,0.000000,45.960270
CUBE_3,46.533,98.107857,39.990314,-34.713455
CUBE_1,46.535,-124.999985,0.000000,47.240639
CUBE_3,46.750,101.427834,40.986469,-34.713455
CUBE_1,46.752,-124.999985,0.000000,48.540382
CUBE_3,46.960,104.650948,41.953556,-34.713455
CUBE_1,46.962,-124.999985,0.000000,49.804893
CUBE_3,47.173,107.907837,42.930775,-34.713455
CUBE_1,47.175,-124.999985,0.000000,51.077396
CUBE_3,47.387,111.190849,43.915840,-34.713455
CUBE_1,47.392,-124.999985,0.000000,52.384701
CUBE_3,47.600,114.452858,44.894608,-34.713455
CUBE_1,47.602,-124.999985,0.000000,53.640045
CUBE_3,47.859,118.427475,46.087189,-34.713455
CUBE_1,47.861,-124.999985,0.000000,55.196205
CUBE_3,48.074,121.723404,47.076115,-34.713455
CUBE_1,48.076,-124.999985,0.000000,56.486343
CUBE_3,48.288,125.003433,48.060314,-34.713455
CUBE_1,48.290,-124.999985,0.000000,57.770679
CUBE_3,48.501,128.263870,49.038696,-34.713455
CUBE_1,48.503,-124.999985,0.000000,59.049095
CUBE_3,48.715,131.544220,50.022953,-34.713455
CUBE_1,48.717,-124.999985,0.000000,60.331848
CUBE_3,48.958,135.261063,51.138165,-34.713455
CUBE_1,48.960,-124.999985,0.000000,61.787697
CUBE_3,49.168,138.478851,52.103638,-34.713455
CUBE_1,49.169,-124.999985,0.000000,63.046646
CUBE_3,49.381,141.744217,53.083389,-34.713455
CUBE_1,49.383,-124.999985,0.000000,64.326981
CUBE_3,49.592,144.987198,54.056446,-34.713455
CUBE_1,49.594,-124.999985,0.000000,65.595512
CUBE_3,49.802,148.200043,55.020420,-34.713455
CUBE_1,49.804,-124.999985,0.000000,66.852646
CUBE_3,50.009,151.368622,55.971142,-34.713455
CUBE_1,50.011,-124.999985,0.000000,68.093422
CUBE_3,50.220,154.602341,56.941380,-34.713455
CUBE_1,50.222,-124.999985,0.000000,69.359901
CUBE_3,50.431,157.836395,57.911736,-34.713455
CUBE_1,50.432,-124.999985,0.000000,70.625191
CUBE_3,50.646,161.139175,58.902725,-34.713455
CUBE_1,50.648,-124.999985,0.000000,71.920395
CUBE_3,50.858,164.387756,59.877453,-34.713455
CUBE_1,50.860,-124.999985,0.000000,73.190536
CUBE_3,51.078,167.751831,60.886826,-34.713455
CUBE_1,51.080,-124.999985,0.000000,74.507545
CUBE_3,51.294,171.070892,61.882668,-34.713455
CUBE_1,51.296,-124.999985,0.000000,75.806999
CUBE_3,51.505,174.301361,62.851971,-34.713455
CUBE_1,51.507,-124.999985,0.000000,77.071762
CUBE_3,51.714,177.508987,63.814381,-34.713455
CUBE_1,51.716,-124.999985,0.000000,78.328506
CUBE_3,51.927,180.764175,64.791069,-34.713455
CUBE_1,51.929,-124.999985,0.000000,79.602196
CUBE_3,52.138,184.008713,65.764511,-34.713455
CUBE_1,52.140,-124.921928,0.000000,80.869919
CUBE_3,52.351,187.265579,66.741707,-34.713455
CUBE_1,52.353,-124.737839,0.000000,82.126221
CUBE_3,52.563,190.517242,67.717377,-34.713455
CUBE_1,52.565,-124.413345,0.000000,83.357925
CUBE_3,52.774,193.744156,68.685600,-34.713455
CUBE_1,52.776,-123.887985,0.000000,84.506134
CUBE_3,52.986,197.002121,69.663147,-34.713455
CUBE_1,52.988,-123.236771,0.000000,85.597733
CUBE_3,53.198,200.244385,70.635941,-34.713455
CUBE_1,53.200,-122.472435,0.000000,86.606964
CUBE_3,53.408,203.471893,71.604317,-34.713455
CUBE_1,53.410,-121.582863,0.000000,87.504143
CUBE_3,53.619,206.693512,72.570938,-34.713455
CUBE_1,53.621,-120.572441,0.000000,88.255531
CUBE_3,53.829,209.914383,73.537361,-34.713455
CUBE_1,53.831,-119.488556,0.000000,88.892746
CUBE_3,54.044,213.213242,74.527145,-34.713455
CUBE_1,54.046,-118.311783,0.000000,89.418518
CUBE_3,54.257,216.475281,75.505920,-34.713455
CUBE_1,54.259,-117.080246,0.000000,89.754349
CUBE_3,54.476,219.835678,76.514160,-34.713455
CUBE_1,54.478,-115.779861,0.000000,89.928337
CUBE_3,54.686,223.048706,77.478241,-34.713455
CUBE_1,54.688,-114.524818,0.000000,89.996300
CUBE_3,54.894,226.243622,78.436852,-34.713455
CUBE_1,54.896,-113.273361,0.000000,89.997169
CUBE_3,55.104,229.454300,79.400185,-34.713455
CUBE_1,55.106,-112.017242,0.000000,89.998055
CUBE_3,55.312,232.639923,80.356033,-34.713455
CUBE_1,55.314,-110.769485,0.000000,89.999199
CUBE_3,55.526,235.916031,81.339058,-34.713455
CUBE_1,55.527,-109.486977,0.000000,89.999954
CUBE_3,55.735,239.131256,82.303772,-34.713455
CUBE_1,55.737,-108.227341,0.000000,89.999954
CUBE_3,55.948,242.383270,83.279533,-34.713455
CUBE_1,55.949,-106.954941,0.000000,89.999954
CUBE_3,56.157,245.596466,84.243607,-34.713455
CUBE_1,56.159,-105.697227,0.000000,89.999954
CUBE_3,56.365,248.776749,85.197807,-34.713455
CUBE_1,56.367,-104.451706,0.000000,89.999985
CUBE_3,56.574,251.986465,86.160858,-34.713455
CUBE_1,56.576,-103.195396,0.000000,89.999985
CUBE_3,56.783,255.193024,87.123207,-34.713455
CUBE_1,56.785,-101.939194,0.000000,89.999985
CUBE_3,56.994,258.425781,88.093201,-34.713455
CUBE_1,56.996,-100.673477,0.000000,89.999985
CUBE_3,57.204,261.631775,89.055115,-34.713455
CUBE_1,57.206,-99.418030,0.000000,89.999985
CUBE_3,57.414,264.860138,90.023842,-34.713455
CUBE_1,57.416,-98.154861,0.000000,89.999985
CUBE_3,57.627,268.121582,91.002449,-34.713455
CUBE_1,57.629,-96.877029,0.000000,89.999985
CUBE_3,57.838,271.348846,91.970833,-34.713455
CUBE_1,57.840,-95.614006,0.000000,89.999985
CUBE_3,58.049,274.585693,92.942039,-34.713455
CUBE_1,58.051,-94.346771,0.000000,89.999985
CUBE_3,58.258,277.793976,93.904663,-34.713455
CUBE_1,58.260,-93.090958,0.000000,89.999985
CUBE_3,58.469,281.016541,94.871613,-34.713455
CUBE_1,58.470,-91.828957,0.000000,89.999985
CUBE_3,58.679,284.234863,95.837166,-34.713455
CUBE_1,58.680,-90.569336,0.000000,89.999985
CUBE_3,58.888,287.445557,96.800514,-34.713455
CUBE_1,58.890,-89.311935,0.000000,89.999985
CUBE_3,59.098,290.662537,97.765732,-34.713455
CUBE_1,59.100,-88.052582,0.000000,89.999985
CUBE_3,59.308,293.885284,98.732666,-34.713455
CUBE_1,59.310,-86.791000,0.000000,89.999985
CUBE_3,59.529,297.266296,99.747147,-34.713455
CUBE_1,59.531,-85.466690,0.000000,89.999985
CUBE_3,59.744,300.567139,100.737549,-34.713455
CUBE_1,59.746,-84.174301,0.000000,89.999985
CUBE_3,59.958,303.838043,101.718948,-34.713455
CUBE_1,59.967,-82.849052,0.000000,89.999985
CUBE_3,60.177,307.191559,102.725227,-34.713455
CUBE_1,60.178,-81.581284,0.000000,89.999985
CUBE_3,60.389,310.451385,103.703354,-34.713455
CUBE_1,60.391,-80.305092,0.000000,89.999985
CUBE_3,60.598,313.653534,104.664169,-34.713455
CUBE_1,60.600,-79.051208,0.000000,89.999985
CUBE_3,60.807,316.849274,105.623047,-34.713455
CUBE_1,60.809,-77.799507,0.000000,89.999985
CUBE_3,61.015,320.046143,106.582283,-34.713455
CUBE_1,61.017,-76.548241,0.000000,89.999985
CUBE_3,61.224,323.237549,107.539864,-34.713455
CUBE_1,61.225,-75.299080,0.000000,89.999985
CUBE_3,61.437,326.513733,108.522873,-34.713455
CUBE_1,61.439,-74.015739,0.000000,89.999985
CUBE_3,61.648,329.738861,109.490601,-34.713455
CUBE_1,61.650,-72.752785,0.000000,89.999985
CUBE_3,61.856,332.923401,110.446121,-34.713455
CUBE_1,61.858,-71.506378,0.000000,89.999985
CUBE_3,62.065,336.137207,111.410446,-34.713455
CUBE_1,62.067,-70.248642,0.000000,89.999985
CUBE_3,62.285,339.503693,112.420563,-34.713455
CUBE_1,62.289,-68.919052,0.000000,89.999985
CUBE_3,62.509,342.934998,113.450089,-34.713455
CUBE_1,62.511,-67.587082,0.000000,89.999985
CUBE_3,62.717,346.127533,114.407951,-34.713455
CUBE_1,62.719,-66.337296,0.000000,89.999985
CUBE_3,62.934,349.449585,115.404778,-34.713455
CUBE_1,62.936,-65.035820,0.000000,89.999985
CUBE_3,63.145,352.677643,116.373367,-34.713455
CUBE_1,63.147,-63.772362,0.000000,89.999985
CUBE_3,63.354,355.893066,117.338188,-34.713455
CUBE_1,63.357,-62.512260,0.000000,89.999985
CUBE_3,63.564,359.111359,118.303833,-34.713455
CUBE_1,63.567,-61.252869,0.000000,89.999985
CUBE_3,63.774,362.322845,119.267418,-34.713455
CUBE_1,63.776,-59.995701,0.000000,89.999985
CUBE_3,64.013,365.990021,120.367699,-34.713455
CUBE_1,64.016,-58.558895,0.000000,89.999985
CUBE_3,64.229,369.294067,121.359009,-34.713455
CUBE_1,64.231,-57.266766,0.000000,89.999985
CUBE_3,64.438,372.494659,122.319344,-34.713455
CUBE_1,64.440,-56.013348,0.000000,89.999985
CUBE_3,64.647,375.705750,123.282845,-34.713455
CUBE_1,64.649,-54.756443,0.000000,89.999985
CUBE_3,64.855,378.895660,124.239952,-34.713455
CUBE_1,64.857,-53.507183,0.000000,89.999985
CUBE_1,7.653,0.000000,0.000000,-0.000452
CUBE_3,7.655,17.237448,1.751060,-124.713608
CUBE_1,7.906,0.000000,0.000000,-0.075565
CUBE_3,7.908,17.237448,1.751060,-124.817810
CUBE_1,8.117,0.000000,0.000000,-0.235597
CUBE_3,8.119,17.237448,1.751060,-125.051056
CUBE_1,8.328,0.000000,0.000000,-0.484621
CUBE_3,8.330,17.237448,1.751060,-125.417099
CUBE_1,8.540,0.000000,0.000000,-0.825185
CUBE_3,8.542,17.237448,1.751060,-125.840698
CUBE_1,8.752,0.000000,0.000000,-1.240873
CUBE_3,8.754,17.237448,1.751060,-126.264389
CUBE_1,8.965,0.000000,0.000000,-1.667477
CUBE_3,8.967,17.237448,1.751060,-126.690643
CUBE_1,9.180,0.000000,0.000000,-2.097114
CUBE_3,9.182,17.237448,1.751060,-127.119843
CUBE_1,9.395,0.000000,0.000000,-2.527612
CUBE_3,9.397,17.237448,1.751060,-127.549759
CUBE_1,9.612,0.000000,0.000000,-2.960358
CUBE_3,9.614,17.237448,1.751060,-127.982361
CUBE_1,9.823,0.000000,0.000000,-3.383009
CUBE_3,9.825,17.237448,1.751060,-128.404816
CUBE_1,10.032,0.000000,0.000000,-3.801764
CUBE_3,10.034,17.237448,1.751060,-128.823853
CUBE_1,10.241,0.000000,0.000000,-4.218725
CUBE_3,10.243,17.237448,1.751060,-129.240829
CUBE_1,10.467,0.000000,0.000000,-4.671410
CUBE_3,10.471,17.237448,1.751060,-129.697357
CUBE_1,10.708,0.000000,0.000000,-5.152483
CUBE_3,10.710,17.237448,1.751060,-131.325668
CUBE_1,10.922,0.000000,0.000000,-5.581413
CUBE_3,10.924,17.237448,1.751060,-134.651337
CUBE_1,11.131,0.000000,0.000000,-5.998252
CUBE_3,11.133,17.237448,1.751060,-137.995056
CUBE_1,11.342,0.000000,0.000000,-6.421068
CUBE_3,11.344,17.237448,1.751060,-141.370819
CUBE_1,11.557,0.000000,0.000000,-6.850495
CUBE_3,11.559,17.226526,1.751060,-144.803467
CUBE_1,11.774,0.000000,0.000000,-7.285168
CUBE_3,11.776,16.592403,1.751060,-148.205322
CUBE_1,11.987,0.000000,0.000000,-7.710355
CUBE_3,11.993,14.850007,1.751060,-151.180954
CUBE_1,12.221,0.000000,0.000000,-8.754077
CUBE_3,12.223,11.989336,1.751060,-153.481659
CUBE_1,12.436,0.000000,0.000000,-10.044504
CUBE_3,12.438,8.748631,1.751060,-154.579315
CUBE_1,12.647,0.000000,0.000000,-11.307478
CUBE_3,12.649,5.387403,1.751060,-154.711502
CUBE_1,12.859,0.000000,0.000000,-12.583036
CUBE_3,12.861,1.986893,1.751060,-154.713425
CUBE_1,13.073,0.000000,0.000000,-13.867115
CUBE_3,13.076,-1.441728,1.751060,-154.713425
CUBE_1,13.286,0.000000,0.000000,-15.141666
CUBE_3,13.290,-4.874403,1.751060,-154.713455
CUBE_1,13.499,0.000000,0.000000,-16.418388
CUBE_3,13.501,-8.240875,1.751060,-154.713455
CUBE_1,13.750,0.000000,0.000000,-17.928955
CUBE_3,13.753,-12.270245,1.751060,-154.713455
CUBE_1,13.957,0.000000,0.000000,-19.168264
CUBE_3,13.959,-15.573795,1.751060,-154.713455
CUBE_1,14.167,-0.040382,0.000000,-20.428598
CUBE_3,14.169,-18.941092,1.751060,-154.713455
CUBE_1,14.377,-0.147391,0.000000,-21.683353
CUBE_3,14.380,-22.302198,1.751060,-154.713455
CUBE_1,14.588,-0.467065,0.000000,-22.904692
CUBE_3,14.590,-25.665279,1.751060,-154.713455
CUBE_1,14.799,-0.916822,0.000000,-24.083755
CUBE_3,14.801,-29.048203,1.751060,-154.713455
CUBE_1,15.009,-1.491679,0.000000,-25.204720
CUBE_3,15.011,-32.410927,1.751060,-154.713455
CUBE_1,15.218,-2.205182,0.000000,-26.234028
CUBE_3,15.220,-35.750881,1.751060,-154.713455
CUBE_1,15.432,-3.085208,0.000000,-27.168690
CUBE_3,15.435,-39.183968,1.751060,-154.713455
CUBE_1,15.646,-4.057914,0.000000,-27.994566
CUBE_3,15.648,-42.596188,1.751060,-154.713455
CUBE_1,15.856,-5.100697,0.000000,-28.700054
CUBE_3,15.858,-45.958603,1.751060,-154.713455
CUBE_1,16.067,-6.247157,0.000000,-29.240206
CUBE_3,16.069,-49.341331,1.751060,-154.713455
CUBE_1,16.278,-7.450784,0.000000,-29.626249
CUBE_3,16.281,-52.723900,1.751060,-154.713455
CUBE_1,16.490,-8.687552,0.000000,-29.879873
CUBE_3,16.492,-56.096066,1.751060,-154.713455
CUBE_1,16.702,-9.956931,0.000000,-29.996058
CUBE_3,16.705,-59.508274,1.751060,-154.713455
CUBE_1,16.911,-11.211432,0.000000,-29.997057
CUBE_3,16.914,-62.846039,1.751060,-154.713455
CUBE_1,17.131,-12.530341,0.000000,-29.998098
CUBE_3,17.133,-66.359924,1.751060,-154.713455
CUBE_1,17.344,-13.809631,0.000000,-29.999104
CUBE_3,17.346,-69.771538,1.751060,-154.713455
CUBE_1,17.561,-15.109456,0.000000,-29.999966
CUBE_3,17.563,-73.237350,1.751060,-154.713455
CUBE_1,17.774,-16.390556,0.000000,-29.999966
