target_id,t_sim,x,y,z
CUBE_2,219.558,-12.157470,5.219048,-149.322983
CUBE_3,219.568,17.235760,3.244626,-114.738983
CUBE_2,219.778,-13.087375,5.240061,-148.388535
CUBE_3,219.780,17.163626,3.259426,-113.903442
CUBE_2,219.990,-13.984699,5.260339,-147.486832
CUBE_3,219.992,16.856773,3.310920,-110.977036
CUBE_2,220.202,-14.991104,5.280583,-146.717529
CUBE_3,220.205,15.947459,3.365152,-107.705261
CUBE_2,220.413,-16.029499,5.300820,-145.987030
CUBE_3,220.416,14.508571,3.418958,-104.653076
CUBE_2,220.659,-17.258999,5.324356,-145.174866
CUBE_3,220.662,12.179782,3.481727,-101.486160
CUBE_2,220.870,-18.403912,5.344513,-144.637634
CUBE_3,220.873,9.748055,3.535496,-99.156326
CUBE_2,221.081,-19.548412,5.364663,-144.100540
CUBE_3,221.084,6.958321,3.589284,-97.264999
CUBE_2,221.292,-20.730097,5.384888,-143.651855
CUBE_3,221.295,3.884343,3.643128,-95.870193
CUBE_2,221.502,-21.943203,5.404914,-143.324234
CUBE_3,221.504,0.643532,3.696553,-95.019333
CUBE_2,221.717,-23.187130,5.425451,-142.988327
CUBE_3,221.719,-2.778889,3.751347,-94.715302
CUBE_2,221.926,-24.423109,5.445420,-142.809799
CUBE_3,221.928,-6.120406,3.807029,-94.713898
CUBE_2,222.136,-25.681992,5.465566,-142.697189
CUBE_3,222.138,-9.488913,3.863166,-94.713455
CUBE_2,222.346,-26.936085,5.485634,-142.584961
CUBE_3,222.348,-12.845972,3.919117,-94.713455
CUBE_2,222.556,-28.197250,5.506586,-142.575562
CUBE_3,222.559,-16.211269,3.975206,-94.713455
CUBE_2,222.768,-29.464867,5.527703,-142.574173
CUBE_3,222.770,-19.589937,4.031518,-94.713455
CUBE_2,222.979,-30.732386,5.548821,-142.573395
CUBE_3,222.995,-23.196331,4.091623,-94.713455
CUBE_2,223.214,-32.142754,5.572320,-142.572617
CUBE_3,223.216,-26.733461,4.150576,-94.713455
CUBE_2,223.435,-33.466034,5.594375,-142.572617
CUBE_3,223.444,-30.369041,4.211168,-94.713455
CUBE_2,223.650,-34.759537,5.615933,-142.572617
CUBE_3,223.652,-33.710052,4.266851,-94.713455
CUBE_2,223.860,-36.015888,5.636873,-142.572617
CUBE_3,223.862,-37.059101,4.322670,-94.713455
CUBE_2,224.069,-37.269440,5.657765,-142.572617
CUBE_3,224.071,-40.402611,4.378396,-94.713455
CUBE_2,224.278,-38.524036,5.678675,-142.572617
CUBE_3,224.280,-43.748623,4.434161,-94.713455
CUBE_2,224.487,-39.776649,5.699552,-142.572617
CUBE_3,224.489,-47.087650,4.489812,-94.713455
CUBE_2,224.696,-41.033222,5.720493,-142.572617
CUBE_3,224.699,-50.445957,4.545785,-94.713455
CUBE_2,224.907,-42.297787,5.741570,-142.572617
CUBE_3,224.909,-53.810383,4.601859,-94.713455
CUBE_2,225.119,-43.573395,5.762829,-142.572617
CUBE_3,225.122,-57.217335,4.658640,-94.713455
CUBE_2,225.339,-44.890629,5.784783,-142.572617
CUBE_3,225.346,-60.800110,4.718354,-94.713455
CUBE_2,225.553,-46.176620,5.806218,-142.572617
CUBE_3,225.555,-64.153511,4.774244,-94.713455
CUBE_2,225.766,-47.454868,5.827521,-142.572617
CUBE_3,225.769,-67.562355,4.831058,-94.713455
CUBE_2,226.003,-48.871952,5.851138,-142.572617
CUBE_3,226.005,-71.341858,4.894049,-94.713455
CUBE_2,226.218,-50.163727,5.872668,-142.572617
CUBE_3,226.224,-74.853981,4.952585,-94.713455
CUBE_2,226.433,-51.452099,5.894141,-142.572617
CUBE_3,226.435,-78.220688,5.008696,-94.713455
CUBE_2,226.647,-52.735855,5.915537,-142.572617
CUBE_3,226.649,-81.644142,5.065754,-94.713455
CUBE_2,226.859,-54.012001,5.936807,-142.572617
CUBE_3,226.864,-85.078979,5.123003,-94.713455
CUBE_2,227.072,-55.289410,5.958097,-142.572617
CUBE_3,227.077,-88.489563,5.179844,-94.713455
CUBE_2,227.291,-56.602398,5.979981,-142.572617
CUBE_3,227.293,-91.957001,5.237635,-94.713455
CUBE_2,227.511,-57.920971,6.001957,-142.572617
CUBE_3,227.513,-92.498764,5.253695,-91.985809
CUBE_2,227.721,-59.181118,6.022959,-142.572617
CUBE_3,227.723,-92.207413,5.257474,-88.634811
CUBE_2,227.935,-60.465340,6.044365,-142.572617
CUBE_3,227.937,-91.910858,5.261322,-85.224060
CUBE_2,228.145,-61.723415,6.065332,-142.572617
CUBE_3,228.147,-91.620262,5.265096,-81.881790
CUBE_2,228.354,-62.980835,6.086288,-142.572617
CUBE_3,228.357,-91.329765,5.268866,-78.540329
CUBE_2,228.565,-64.244247,6.107343,-142.572617
CUBE_3,228.567,-91.037659,5.272658,-75.180862
CUBE_2,228.775,-65.505753,6.128368,-142.572617
CUBE_3,228.777,-90.746490,5.276434,-71.831985
CUBE_2,228.986,-66.767853,6.149405,-142.572617
CUBE_3,228.988,-90.454834,5.280218,-68.477280
CUBE_2,229.196,-68.032120,6.170474,-142.572617
CUBE_3,229.199,-90.162819,5.284011,-65.118698
CUBE_2,229.406,-69.287041,6.191393,-142.572617
CUBE_3,229.408,-89.872833,5.287778,-61.784077
CUBE_2,229.621,-70.578537,6.212917,-142.572617
CUBE_3,229.623,-89.574142,5.291656,-58.349758
CUBE_2,229.832,-71.848030,6.234075,-142.572617
CUBE_3,229.835,-89.281151,5.295458,-54.980473
CUBE_2,230.043,-73.110146,6.255111,-142.572601
CUBE_3,230.045,-88.989044,5.299248,-51.621098
CUBE_2,230.262,-74.425484,6.277034,-142.572601
CUBE_3,230.264,-88.685341,5.303188,-48.128849
CUBE_2,230.475,-75.703651,6.298337,-142.572601
CUBE_3,230.478,-88.032562,5.311748,-45.236790
CUBE_2,230.687,-76.976601,6.319551,-142.572601
CUBE_3,230.690,-84.748009,5.355098,-46.083042
CUBE_2,230.899,-78.243744,6.340670,-142.572601
CUBE_3,230.901,-81.650917,5.398201,-47.416508
CUBE_2,231.109,-79.506004,6.361709,-142.572601
CUBE_3,231.111,-78.760941,5.441112,-49.116535
CUBE_2,231.339,-80.883972,6.384675,-142.572601
CUBE_3,231.341,-75.923210,5.487159,-51.331974
CUBE_2,231.549,-82.148460,6.405748,-142.572601
CUBE_3,231.552,-73.562531,5.530038,-53.725147
CUBE_2,231.760,-83.409111,6.426761,-142.572601
CUBE_3,231.762,-71.629700,5.572910,-56.476460
CUBE_2,231.969,-84.662598,6.447653,-142.572601
CUBE_3,231.971,-70.081734,5.615534,-59.428570
CUBE_2,232.180,-85.930481,6.468782,-142.572601
CUBE_3,232.186,-68.877312,5.659515,-62.646946
CUBE_2,232.397,-87.231796,6.490470,-142.572601
CUBE_3,232.399,-68.096443,5.702876,-65.948944
CUBE_2,232.607,-88.493317,6.511498,-142.572601
CUBE_3,232.609,-67.799141,5.745780,-69.300873
CUBE_2,232.819,-89.766075,6.532710,-142.572601
CUBE_3,232.822,-67.764145,5.815219,-66.635483
CUBE_2,233.030,-91.031738,6.553803,-142.572601
CUBE_3,233.032,-67.762573,5.886893,-63.261021
CUBE_2,233.253,-92.370003,6.576108,-142.572601
CUBE_3,233.256,-67.762558,5.962041,-59.691883
CUBE_2,233.462,-93.622650,6.596985,-142.572601
CUBE_3,233.465,-67.762558,6.032423,-56.348728
CUBE_2,233.670,-94.867828,6.617737,-142.572601
CUBE_3,233.672,-67.762550,6.102211,-53.033817
CUBE_2,233.918,-96.360100,6.642610,-142.572601
CUBE_3,233.921,-67.762550,6.185985,-49.054569
CUBE_2,234.170,-97.869431,6.667763,-142.572601
CUBE_3,234.172,-67.762550,6.270725,-45.029408
CUBE_2,234.377,-99.110016,6.688441,-142.572601
CUBE_3,234.379,-67.762550,6.340340,-41.722778
CUBE_2,234.594,-100.412621,6.710150,-142.572601
CUBE_3,234.609,-67.762550,6.417661,-38.049934
CUBE_2,234.818,-101.756355,6.732547,-142.572601
CUBE_3,234.820,-67.762550,6.488932,-34.664547
CUBE_2,235.032,-103.037872,6.753905,-142.572601
CUBE_3,235.034,-67.762550,6.560891,-31.246506
CUBE_2,235.239,-104.285385,6.774698,-142.572601
CUBE_3,235.242,-67.762550,6.630864,-27.922779
CUBE_2,235.460,-105.607750,6.796736,-142.572601
CUBE_3,235.462,-67.762550,6.705180,-24.392803
CUBE_2,235.670,-106.870857,6.817788,-142.572601
CUBE_3,235.673,-67.762550,6.776155,-21.021435
CUBE_2,235.881,-108.131668,6.838803,-142.572601
CUBE_3,235.883,-67.762550,6.846842,-17.663792
CUBE_2,236.103,-109.466560,6.861053,-142.572601
CUBE_3,236.105,-67.762550,6.921713,-14.107430
CUBE_2,236.313,-110.725327,6.882030,-142.572601
CUBE_3,236.315,-67.762550,6.992418,-10.748924
CUBE_2,236.525,-111.996094,6.903209,-142.572601
CUBE_3,236.527,-67.762550,7.063735,-7.361406
CUBE_2,236.735,-113.260094,6.924277,-142.572601
CUBE_3,236.738,-67.762550,7.134656,-3.992706
CUBE_2,236.943,-114.506805,6.945054,-142.572601
CUBE_3,236.945,-67.762550,7.204656,-0.667713
CUBE_2,237.154,-115.771736,6.966137,-142.572601
CUBE_3,237.156,-67.762550,7.275730,2.708393
CUBE_2,237.364,-117.031143,6.987127,-142.572601
CUBE_3,237.366,-67.762550,7.346354,6.062963
CUBE_2,237.574,-116.922653,6.988547,-141.320160
CUBE_3,237.576,-67.762550,7.416946,9.416108
CUBE_2,237.783,-116.814003,6.989968,-140.065765
CUBE_3,237.786,-67.762550,7.487579,12.771126
CUBE_2,237.997,-116.703369,6.991417,-138.788879
CUBE_3,237.999,-67.762550,7.559560,16.190298
CUBE_2,238.205,-116.595467,6.992829,-137.543137
CUBE_3,238.208,-67.762550,7.629738,19.523771
CUBE_2,238.414,-116.487274,6.994246,-136.294006
CUBE_3,238.417,-67.762550,7.700134,22.867527
CUBE_2,238.624,-116.379036,6.995663,-135.044403
CUBE_3,238.626,-66.814728,7.751383,25.176952
CUBE_2,238.835,-116.269516,6.997098,-133.780121
CUBE_3,238.837,-63.443707,7.754561,24.883560
CUBE_2,239.048,-116.159256,6.998543,-132.506592
CUBE_3,239.050,-60.047817,7.757761,24.588005
CUBE_2,239.258,-116.050354,6.999969,-131.249008
CUBE_3,239.261,-56.694633,7.760921,24.296169
CUBE_2,239.469,-115.941582,7.001394,-129.993256
CUBE_3,239.473,-53.313042,7.764107,24.001850
CUBE_2,239.685,-115.829453,7.002866,-128.698746
CUBE_3,239.687,-49.893387,7.767331,23.704227
CUBE_2,239.895,-115.720924,7.004287,-127.445572
CUBE_3,239.897,-46.552879,7.770479,23.413492
CUBE_2,240.109,-115.610161,7.005738,-126.166718
CUBE_3,240.111,-43.143265,7.773694,23.116734
CUBE_2,240.327,-115.497192,7.007218,-124.862488
CUBE_3,240.329,-39.663960,7.776974,22.813921
CUBE_2,240.540,-115.387016,7.008659,-123.589783
CUBE_3,240.542,-36.274635,7.780169,22.518936
CUBE_2,240.752,-115.276878,7.010101,-122.318405
CUBE_3,240.754,-32.886803,7.783362,22.224070
CUBE_2,240.972,-115.162849,7.011595,-121.001541
CUBE_3,240.974,-29.375629,7.786671,21.918482
CUBE_2,241.183,-115.053558,7.013026,-119.739609
CUBE_3,241.186,-26.010427,7.789845,21.625614
CUBE_2,241.398,-114.942444,7.014482,-118.456375
CUBE_3,241.400,-22.590885,7.793067,21.328001
CUBE_2,241.612,-114.831421,7.015936,-117.174225
CUBE_3,241.615,-19.173233,7.796288,21.030540
CUBE_2,241.829,-114.719437,7.017402,-115.881042
CUBE_3,241.831,-15.724363,7.799538,20.730377
CUBE_2,242.046,-114.606697,7.018876,-114.579269
CUBE_3,242.049,-12.254222,7.802810,20.428352
CUBE_2,242.262,-114.495300,7.020337,-113.292618
CUBE_3,242.264,-8.822453,7.806046,20.129681
CUBE_2,242.476,-114.384514,7.021786,-112.013229
CUBE_3,242.478,-8.977668,7.837005,17.314222
CUBE_2,242.689,-114.274155,7.023230,-110.738800
CUBE_3,242.691,-10.017199,7.873252,14.082252
CUBE_2,242.900,-114.164658,7.024665,-109.474304
CUBE_3,242.903,-11.445283,7.909245,11.010386
CUBE_2,243.125,-114.048187,7.026189,-108.129517
CUBE_3,243.128,-13.392148,7.947493,7.993302
CUBE_2,243.337,-113.938248,7.027629,-106.860123
CUBE_3,243.340,-15.465088,7.983525,5.323008
CUBE_2,243.554,-113.825897,7.029099,-105.563034
CUBE_3,243.556,-17.917793,8.020401,2.867083
CUBE_2,243.765,-113.716660,7.030530,-104.301620
CUBE_3,243.767,-20.593317,8.056243,0.826864
CUBE_2,243.985,-113.603065,7.032013,-102.990448
CUBE_3,243.987,-23.546522,8.093555,-1.054056
CUBE_2,244.238,-113.471718,7.033733,-101.474609
CUBE_3,244.240,-27.218098,8.136621,-2.771461
CUBE_2,244.450,-113.361954,7.035172,-100.207550
CUBE_3,244.452,-30.475597,8.172642,-3.697571
CUBE_2,244.664,-113.251099,7.036621,-98.927994
CUBE_3,244.666,-33.820961,8.209012,-4.362337
CUBE_2,244.874,-113.142479,7.038041,-97.674622
CUBE_3,244.876,-37.162678,8.244662,-4.660019
CUBE_2,245.083,-113.034027,7.039461,-96.422760
CUBE_3,245.085,-34.926666,8.309532,-4.711739
CUBE_2,245.290,-112.926537,7.040871,-95.182587
CUBE_3,245.292,-31.609734,8.379237,-4.713432
CUBE_2,245.540,-112.797043,7.042567,-93.688049
CUBE_3,245.543,-27.608309,8.462606,-4.713453
CUBE_2,245.750,-112.193825,7.050524,-93.133133
CUBE_3,245.752,-24.254955,8.532468,-4.713453
CUBE_2,245.960,-110.975502,7.066604,-93.447189
CUBE_3,245.962,-20.902660,8.602308,-4.713455
CUBE_2,246.177,-109.715256,7.083236,-93.772354
CUBE_3,246.179,-17.431389,8.674626,-4.713455
CUBE_2,246.387,-108.500069,7.099331,-94.099945
CUBE_3,246.389,-14.074229,8.744569,-4.713455
CUBE_2,246.598,-107.350708,7.115486,-94.633087
CUBE_3,246.600,-10.692713,8.815017,-4.713455
CUBE_2,246.808,-106.207077,7.131563,-95.163727
CUBE_3,246.810,-7.331029,8.885052,-4.713455
CUBE_2,247.016,-105.077393,7.147444,-95.688187
CUBE_3,247.018,-4.008093,8.954279,-4.713455
CUBE_2,247.224,-104.007881,7.163384,-96.326462
CUBE_3,247.226,-0.674983,9.023717,-4.713455
CUBE_2,247.435,-102.970215,7.179514,-97.050049
CUBE_3,247.437,2.698053,9.093992,-4.713455
CUBE_2,247.646,-101.931793,7.195659,-97.774368
CUBE_3,247.648,6.073771,9.164316,-4.713455
CUBE_2,247.856,-100.919189,7.211697,-98.517044
CUBE_3,247.858,9.429113,9.234221,-4.713455
CUBE_2,248.065,-100.029587,7.227712,-99.403381
CUBE_3,248.067,12.776822,9.303965,-4.713455
CUBE_2,248.299,-99.037323,7.245574,-100.392197
CUBE_3,248.301,16.513868,9.381818,-4.713455
CUBE_2,248.511,-98.136459,7.261789,-101.290253
CUBE_3,248.513,19.906332,9.452495,-4.713455
CUBE_2,248.722,-97.371758,7.277978,-102.299744
CUBE_3,248.725,23.291208,9.523013,-4.713455
CUBE_2,248.936,-96.634392,7.294332,-103.349060
CUBE_3,248.938,26.711508,9.594270,-4.713455
CUBE_2,249.147,-95.908752,7.310427,-104.381912
CUBE_3,249.149,30.079638,9.664438,-4.713455
CUBE_2,249.377,-95.202095,7.328029,-105.562439
CUBE_3,249.379,33.760777,9.741131,-4.713455
CUBE_2,249.591,-94.657013,7.344419,-106.726288
CUBE_3,249.593,37.188374,9.812538,-4.713455
CUBE_2,249.803,-94.117310,7.360647,-107.878723
CUBE_3,249.805,40.582760,9.883253,-4.713455
CUBE_2,250.014,-93.589043,7.376770,-109.027222
CUBE_3,250.016,43.957035,9.953554,-4.713455
CUBE_2,250.243,-93.232101,7.394234,-110.349319
CUBE_3,250.245,47.610985,10.029675,-4.713455
CUBE_2,250.457,-92.896088,7.410674,-111.594009
CUBE_3,250.460,51.047585,10.101274,-4.713455
CUBE_2,250.669,-92.565079,7.426871,-112.820541
CUBE_3,250.671,54.435860,10.171863,-4.713455
CUBE_2,250.882,-92.386475,7.443124,-114.078552
CUBE_3,250.884,57.836723,10.242712,-4.713455
CUBE_2,251.095,-92.272476,7.459465,-115.354858
CUBE_3,251.098,61.252712,10.313877,-4.713455
CUBE_2,251.307,-92.159462,7.475667,-116.620636
CUBE_3,251.309,64.641861,10.384486,-4.713455
CUBE_2,251.516,-92.078064,7.494515,-117.191833
CUBE_3,251.518,67.979744,10.454025,-4.713455
CUBE_2,251.723,-92.077293,7.521069,-115.947433
CUBE_3,251.725,71.294586,10.523085,-4.713455
CUBE_2,251.935,-92.076370,7.548132,-114.679398
CUBE_3,251.937,74.676460,10.593541,-4.713455
CUBE_2,252.148,-92.075233,7.575489,-113.397797
CUBE_3,252.150,78.092072,10.664700,-4.713455
CUBE_2,252.360,-92.074493,7.602506,-112.125595
CUBE_3,252.363,81.489922,10.735487,-4.713455
CUBE_2,252.573,-92.074493,7.629393,-110.848328
CUBE_3,252.581,84.930016,11.292626,-4.713455
CUBE_2,252.789,-92.074493,7.656671,-109.552750
CUBE_3,252.795,88.286469,11.962512,-4.713455
CUBE_2,253.013,-92.074493,7.684921,-108.211166
CUBE_3,253.015,91.733566,12.650494,-4.713455
CUBE_2,253.220,-92.074471,7.711129,-106.966553
CUBE_3,253.222,94.990067,13.301593,-4.713455
CUBE_2,253.428,-92.074471,7.737458,-105.715668
CUBE_3,253.431,98.257988,13.955175,-4.713455
CUBE_2,253.643,-92.074471,7.764527,-104.429794
CUBE_3,253.649,101.687920,14.641142,-4.713455
CUBE_2,253.860,-92.074471,7.792039,-103.123138
CUBE_3,253.863,105.038574,15.311247,-4.713455
CUBE_2,254.080,-92.074471,7.819788,-101.805206
CUBE_3,254.082,108.483650,16.000238,-4.713455
CUBE_2,254.295,-92.074471,7.846905,-100.516953
CUBE_3,254.297,111.851562,16.673878,-4.713455
CUBE_2,254.508,-92.074471,7.873842,-99.237396
CUBE_3,254.510,115.197060,17.342976,-4.713455
CUBE_2,254.720,-92.074471,7.900678,-97.962799
CUBE_3,254.723,118.532806,18.010122,-4.713455
CUBE_2,254.930,-92.074471,7.927131,-96.706451
CUBE_3,254.932,121.814034,18.666376,-4.713455
CUBE_2,255.143,-92.074471,7.954052,-95.427505
CUBE_3,255.145,125.160614,19.335711,-4.713455
CUBE_2,255.356,-92.074471,7.980993,-94.147766
CUBE_3,255.358,128.504166,20.004461,-4.713455
CUBE_2,255.572,-92.074471,8.008196,-92.855835
CUBE_3,255.574,131.883926,20.680359,-4.713455
CUBE_2,255.784,-92.074471,8.035007,-91.582062
CUBE_3,255.786,135.217056,21.346973,-4.713455
CUBE_2,255.993,-92.074471,8.061371,-90.329514
CUBE_3,255.995,138.487656,22.001106,-4.713455
CUBE_2,256.202,-92.074471,8.087807,-89.073883
CUBE_3,256.204,141.775269,22.658628,-4.713455
CUBE_2,256.474,-92.074471,8.122243,-87.438812
CUBE_3,256.476,146.046448,23.512846,-4.713455
CUBE_2,256.697,-92.074471,8.150391,-86.101562
CUBE_3,256.699,149.544006,24.212379,-4.713455
CUBE_2,256.911,-92.074471,8.177390,-84.818848
CUBE_3,256.913,152.896408,24.882858,-4.713455
CUBE_2,257.123,-92.074471,8.204233,-83.543915
CUBE_3,257.126,156.231674,25.549915,-4.713455
CUBE_2,257.336,-92.074471,8.231068,-82.269348
CUBE_3,257.338,159.563187,26.216217,-4.713455
CUBE_2,257.555,-92.074471,8.258740,-80.954575
CUBE_3,257.557,163.001968,26.903971,-4.713455
CUBE_2,257.778,-92.074471,8.286880,-79.617828
CUBE_3,257.780,166.494125,27.602398,-4.713455
CUBE_2,257.992,-92.074471,8.313951,-78.332123
CUBE_3,257.994,169.858383,28.275257,-4.713455
CUBE_2,258.204,-92.074471,8.340730,-77.060547
CUBE_3,258.211,173.251907,28.953960,-4.713455
CUBE_2,258.438,-92.074471,8.370340,-75.653839
CUBE_3,258.440,176.860016,29.675573,-4.713455
CUBE_2,258.652,-92.074471,8.397339,-74.371170
CUBE_3,258.654,180.215012,30.346579,-4.713455
CUBE_1,7.357,0.000000,0.000014,0.000289
CUBE_3,7.359,17.237448,1.751064,-124.713379
CUBE_1,7.619,0.000000,0.003918,0.078369
CUBE_3,7.622,17.237448,1.756549,-124.603180
CUBE_1,7.831,0.000000,0.012063,0.241253
CUBE_3,7.833,17.237448,1.768474,-124.364349
CUBE_1,8.044,0.000000,0.024838,0.496766
CUBE_3,8.047,17.237448,1.787272,-123.988205
CUBE_1,8.260,0.000000,0.042330,0.846601
CUBE_3,8.262,17.237448,1.808822,-123.557236
CUBE_1,8.472,0.000000,0.063222,1.264434
CUBE_3,8.475,17.237448,1.830114,-123.131561
CUBE_1,8.687,0.000000,0.084693,1.693865
CUBE_3,8.690,17.237448,1.851591,-122.702576
CUBE_1,8.905,0.000000,0.106412,2.128241
CUBE_3,8.907,17.237448,1.873321,-122.267700
CUBE_1,9.120,0.000000,0.127926,2.558522
CUBE_3,9.123,17.237448,1.894851,-121.836884
CUBE_1,9.331,0.000000,0.148980,2.979595
CUBE_3,9.333,17.237448,1.915891,-121.416092
CUBE_1,9.564,0.000000,0.172238,3.444754
CUBE_3,9.566,17.237448,1.946591,-120.802643
CUBE_1,9.776,0.000000,0.193417,3.868347
CUBE_3,9.778,17.237448,2.065549,-118.423630
CUBE_1,9.989,0.000000,0.214733,4.294668
CUBE_3,9.991,17.237448,2.235998,-115.014618
CUBE_1,10.201,0.000000,0.235929,4.718588
CUBE_3,10.205,17.237448,2.406245,-111.609695
CUBE_1,10.415,0.000000,0.257277,5.145531
CUBE_3,10.417,17.237448,2.576435,-108.205917
CUBE_1,10.626,0.000000,0.278352,5.567033
CUBE_3,10.629,17.237448,2.745066,-104.833313
CUBE_1,10.836,0.000000,0.299299,5.985977
CUBE_3,10.839,16.701826,2.956671,-101.544937
CUBE_1,11.049,0.000000,0.320621,6.412417
CUBE_3,11.052,15.092828,3.173683,-98.566772
CUBE_1,11.261,0.000000,0.341744,6.834880
CUBE_3,11.263,12.602546,3.389281,-96.309647
CUBE_1,11.471,0.000000,0.362724,7.254478
CUBE_3,11.473,9.533317,3.602974,-95.017899
CUBE_1,11.680,0.000000,0.383615,7.672291
CUBE_3,11.682,6.216562,3.763974,-94.714584
CUBE_1,11.890,0.000000,0.404532,8.090647
CUBE_3,11.892,2.867273,3.809219,-94.713516
CUBE_1,12.099,0.000000,0.425406,8.508121
CUBE_3,12.101,-0.480633,3.853966,-94.713455
CUBE_1,12.311,0.000000,0.446611,8.932234
CUBE_3,12.313,-3.872975,3.899200,-94.713455
CUBE_1,12.520,0.000000,0.467460,9.349216
CUBE_3,12.522,-7.210839,3.943705,-94.713455
CUBE_1,12.740,0.000000,0.508918,10.178356
CUBE_3,12.743,-10.748536,3.990873,-94.713455
CUBE_1,12.952,0.000000,0.572210,11.444197
CUBE_3,12.954,-14.123087,4.035868,-94.713455
CUBE_1,13.162,0.000000,0.635201,12.704017
CUBE_3,13.164,-17.489119,4.080748,-94.713455
CUBE_1,13.374,0.000000,0.698818,13.976357
CUBE_3,13.376,-20.884491,4.126021,-94.713455
CUBE_1,13.588,0.000000,0.763017,15.260342
CUBE_3,13.591,-24.311544,4.171713,-94.713455
CUBE_1,13.801,0.000000,0.826607,16.532127
CUBE_3,13.803,-27.709486,4.217020,-94.713455
CUBE_1,14.011,0.000000,0.889506,17.790127
CUBE_3,14.013,-31.072123,4.261854,-94.713455
CUBE_1,14.223,0.000000,0.953236,19.064722
CUBE_3,14.226,-34.468994,4.307146,-94.713455
CUBE_1,14.436,-0.032791,1.022107,20.337297
CUBE_3,14.438,-37.872551,4.352527,-94.713455
CUBE_1,14.649,-0.140935,1.102902,21.607431
CUBE_3,14.651,-41.277084,4.397922,-94.713455
CUBE_1,14.861,-0.449843,1.183835,22.837957
CUBE_3,14.863,-44.673824,4.443212,-94.713455
CUBE_1,15.070,-0.882537,1.263727,24.008789
CUBE_3,15.072,-48.018074,4.487800,-94.713455
CUBE_1,15.283,-1.449448,1.344877,25.145020
CUBE_3,15.285,-51.422283,4.533190,-94.713455
CUBE_1,15.493,-2.165913,1.425021,26.177614
CUBE_3,15.495,-54.778416,4.577938,-94.713455
CUBE_1,15.706,-3.029186,1.506405,27.113297
CUBE_3,15.708,-58.192585,4.623461,-94.713455
CUBE_1,15.918,-3.983866,1.587373,27.943378
CUBE_3,15.920,-61.580963,4.668639,-94.713455
CUBE_1,16.134,-5.048563,1.669822,28.674812
CUBE_3,16.136,-65.035713,4.714702,-94.713455
CUBE_1,16.343,-6.184031,1.749875,29.210287
CUBE_3,16.346,-68.388885,4.759411,-94.713455
CUBE_1,16.555,-7.382840,1.830680,29.607933
CUBE_3,16.557,-71.773636,4.804540,-94.713455
CUBE_1,16.766,-8.613127,1.911183,29.872036
CUBE_3,16.768,-75.145660,4.849501,-94.713455
CUBE_1,16.975,-9.860879,1.991091,29.987164
CUBE_3,16.977,-78.495255,4.894163,-94.713455
CUBE_1,17.186,-11.124282,2.013406,29.997112
CUBE_3,17.189,-81.871834,4.939184,-94.713455
CUBE_1,17.397,-12.389448,2.030793,29.998045
CUBE_3,17.399,-82.533646,4.964807,-92.229889
CUBE_1,17.607,-13.652482,2.048150,29.998968
CUBE_3,17.610,-82.242516,4.983610,-88.876205
CUBE_1,17.818,-14.915396,2.065504,29.999931
CUBE_3,17.820,-81.951118,5.002429,-85.519791
CUBE_1,18.030,-16.187847,2.082492,29.999964
CUBE_3,18.032,-81.657562,5.021389,-82.138443
CUBE_1,18.241,-17.454056,2.099379,29.999964
CUBE_3,18.243,-81.365372,5.040259,-78.772812
CUBE_1,18.450,-18.708639,2.116111,29.999964
CUBE_3,18.452,-81.076065,5.058943,-75.441010
CUBE_1,18.702,-20.220999,2.136281,29.999996
CUBE_3,18.705,-77.770805,5.283814,-76.049393
CUBE_1,18.914,-21.491308,2.153218,29.999996
CUBE_3,18.916,-75.183662,5.499274,-78.204224
CUBE_1,19.125,-22.759871,2.170131,29.999996
CUBE_3,19.128,-73.461426,5.714456,-81.088959
CUBE_1,19.337,-24.031771,2.187091,29.999996
CUBE_3,19.340,-72.791405,5.930681,-84.395065
CUBE_1,19.549,-25.299135,2.203988,29.999996
CUBE_3,19.551,-72.763962,6.022063,-81.581116
CUBE_1,19.758,-26.557795,2.220771,29.999996
CUBE_3,19.761,-72.762566,6.100681,-78.229309
CUBE_1,19.970,-27.828585,2.237715,29.999996
CUBE_3,19.973,-72.762566,6.178950,-74.838181
CUBE_1,20.180,-29.089119,2.254521,29.999996
CUBE_3,20.183,-72.762550,6.256505,-71.477341
CUBE_1,20.391,-30.354744,2.271397,29.999996
CUBE_3,20.394,-72.762550,6.334470,-68.098877
CUBE_1,20.600,-31.609137,2.288123,29.999996
CUBE_3,20.603,-72.762550,6.411687,-64.752960
CUBE_1,20.852,-33.121944,2.308293,29.999996
CUBE_3,20.855,-72.762550,6.504613,-60.726154
CUBE_1,21.062,-34.382011,2.325094,29.999996
CUBE_3,21.065,-72.762550,6.582133,-57.367046
CUBE_1,21.271,-35.632748,2.341770,29.999996
CUBE_3,21.274,-72.762550,6.659272,-54.024311
CUBE_1,21.484,-36.913452,2.358846,29.999996
CUBE_3,21.487,-72.762550,6.737885,-50.617748
CUBE_1,21.694,-38.171074,2.375615,29.999996
CUBE_3,21.696,-72.762550,6.815310,-47.262623
CUBE_1,21.905,-39.437363,2.392498,29.999996
CUBE_3,21.907,-72.762550,6.893179,-43.888355
CUBE_1,22.117,-40.708973,2.409453,29.999996
CUBE_3,22.119,-72.762550,6.971424,-40.497715
CUBE_1,22.328,-41.973957,2.426320,29.999996
